county,precinct,office,district,candidate,party,votes,yes_votes,no_votes
Jefferson,7192930157,U.S. Senate,,Michael Sanchez,Unaffiliated,0,0,0
Jefferson,7192930157,U.S. House,7,"Charles ""Casper"" Stockham",Republican Party,521,0,0
Jefferson,7192930157,U.S. House,7,Ed Perlmutter,Democratic Party,806,0,0
Jefferson,7192930157,U.S. House,7,David Olszta,Unity Party of Colorado,8,0,0
Jefferson,7192930157,U.S. House,7,Ken Biles,Libertarian Party,36,0,0
Jefferson,7192930157,U.S. House,7,Steve Zorn,Democratic Party,0,0,0
Jefferson,7192930157,State Board Of Education - District 7,,Karla Esser,Democratic Party,827,0,0
Jefferson,7192930157,State Board Of Education - District 7,,Nancy Pallozzi,Republican Party,520,0,0
Jefferson,7192930157,Regent Of The University Of Colorado - District 7,,Nolbert Chavez,Democratic Party,962,0,0
Jefferson,7192930157,State Senate,19,Rachel Zenzinger,Democratic Party,829,0,0
Jefferson,7192930157,State Senate,19,Lynn Gerber,Republican Party,518,0,0
Jefferson,7192930157,State House,29,Lindsey N. Daugherty,Democratic Party,753,0,0
Jefferson,7192930157,State House,29,Vanessa DeMott,Republican Party,518,0,0
Jefferson,7192930157,State House,29,Ryan Van Gundy,Libertarian Party,77,0,0
Jefferson,7192930157,District Attorney - District 1,,Matthew Durkin,Republican Party,559,0,0
Jefferson,7192930157,District Attorney - District 1,,Alexis King,Democratic Party,762,0,0
Jefferson,7192930157,Supreme Court,,Melissa Hart,,0,853,333
Jefferson,7192930157,Supreme Court,,Carlos A. Samour Jr.,,0,813,359
Jefferson,7192930157,Court of Appeals,,Ted C. Tow III,,0,775,388
Jefferson,7192930157,Court of Appeals,,Craig R. Welling,,0,778,365
Jefferson,7192930157,"District Court, 1st Judicial District",,Randall C. Arp,,0,799,340
Jefferson,7192930157,"District Court, 1st Judicial District",,Ann Gail Meinster,,0,839,299
Jefferson,7192930157,"District Court, 1st Judicial District",,Lily Oeffler,,0,802,332
Jefferson,7192930157,"District Court, 1st Judicial District",,Tamara Russell,,0,803,333
Jefferson,7192930157,"District Court, 1st Judicial District",,Christopher Zenisek,,0,797,334
Jefferson,7192930157,"County Court, Jefferson",,Bradley Allen Burback,,0,762,370
Jefferson,7192930157,"County Court, Jefferson",,Verna Lee Carpenter,,0,784,356
Jefferson,7192930157,"County Court, Jefferson",,K.J. Moore,,0,825,307
Jefferson,7192930157,"County Court, Jefferson",,Harold Sargent,,0,793,337
Jefferson,7192930157,Amendment B (CONSTITUTIONAL),,,,0,812,532
Jefferson,7192930157,Amendment C (CONSTITUTIONAL),,,,0,712,620
Jefferson,7192930157,Amendment 76 (CONSTITUTIONAL),,,,0,877,501
Jefferson,7192930157,Amendment 77 (CONSTITUTIONAL),,,,0,861,497
Jefferson,7192930157,Proposition EE (STATUTORY),,,,0,930,452
Jefferson,7192930157,Proposition 113 (STATUTORY),,,,0,805,577
Jefferson,7192930157,Proposition 114 (STATUTORY),,,,0,785,590
Jefferson,7192930157,Proposition 115 (STATUTORY),,,,0,509,872
Jefferson,7192930157,Proposition 116 (STATUTORY),,,,0,777,602
Jefferson,7192930157,Proposition 117 (STATUTORY),,,,0,711,607
Jefferson,7192930157,Proposition 118 (STATUTORY),,,,0,882,491
Jefferson,7192930259,President,,Joseph R. Biden / Kamala D. Harris,Democratic Party,527,0,0
Jefferson,7192930259,President,,Donald J. Trump / Michael R. Pence,Republican Party,230,0,0
Jefferson,7192930259,President,,Don Blankenship / William Mohr,American Constitution Party,0,0,0
Jefferson,7192930259,President,,Bill Hammons / Eric Bodenstab,Unity Party of Colorado,1,0,0
Jefferson,7192930259,President,,Howie Hawkins / Angela Nicole Walker,Green Party,1,0,0
Jefferson,7192930259,President,,Blake Huber / Frank Atwood,Approval Voting Party,0,0,0
Jefferson,7192930259,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian Party,25,0,0
Jefferson,7192930259,President,,Brian Carroll / Amar Patel,American Solidarity Party,2,0,0
Jefferson,7192930259,President,,Mark Charles / Adrian Wallace,Unaffiliated,1,0,0
Jefferson,7192930259,President,,Phil Collins / Billy Joe Parker,Prohibition Party,0,0,0
Jefferson,7192930259,President,,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",Alliance Party,1,0,0
Jefferson,7192930259,President,,Dario Hunter / Dawn Neptune Adams,Progressive Party,0,0,0
Jefferson,7192930259,President,,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,Unaffiliated,0,0,0
Jefferson,7192930259,President,,Alyson Kennedy / Malcolm Jarrett,Socialist Workers Party,0,0,0
Jefferson,7192930259,President,,Joseph Kishore / Norissa Santa Cruz,Socialist Equality Party,0,0,0
Jefferson,7192930259,President,,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,Independent American Party,0,0,0
Jefferson,7192930259,President,,Gloria La Riva / Sunil Freeman,Socialism and Liberation,1,0,0
Jefferson,7192930259,President,,Joe McHugh / Elizabeth Storm,Unaffiliated,1,0,0
Jefferson,7192930259,President,,Brock Pierce / Karla Ballard,Unaffiliated,0,0,0
Jefferson,7192930259,President,,"Jordan ""Cancer"" Scott / Jennifer Tepool",Unaffiliated,0,0,0
Jefferson,7192930259,President,,Kanye West / Michelle Tidball,Unaffiliated,3,0,0
Jefferson,7192930259,President,,Kasey Wells / Rachel Wells,No Party Affiliation,0,0,0
Jefferson,7192930259,President,,Todd Cella / Timothy Bryan Cella,Independent,0,0,0
Jefferson,7192930259,President,,Tom Hoefling / Andy Prior,Unaffiliated / No Party Affiliation,0,0,0
Jefferson,7192930259,U.S. Senate,,John W. Hickenlooper,Democratic Party,492,0,0
Jefferson,7192930259,U.S. Senate,,Cory Gardner,Republican Party,269,0,0
Jefferson,7192930259,U.S. Senate,,Daniel Doyle,Approval Voting Party,0,0,0
Jefferson,7192930259,U.S. Senate,,"Stephan ""Seku"" Evans",Unity Party of Colorado,0,0,0
Jefferson,7192930259,U.S. Senate,,Raymon Anthony Doane,Libertarian Party,20,0,0
Jefferson,7192930259,U.S. Senate,,Danny Skelly,Unaffiliated,0,0,0
Jefferson,7192930259,U.S. Senate,,Bruce Lohmiller,Green Party,0,0,0
Jefferson,7192930259,U.S. Senate,,Michael Sanchez,Unaffiliated,0,0,0
Jefferson,7192930259,U.S. House,7,"Charles ""Casper"" Stockham",Republican Party,250,0,0
Jefferson,7192930259,U.S. House,7,Ed Perlmutter,Democratic Party,484,0,0
Jefferson,7192930259,U.S. House,7,David Olszta,Unity Party of Colorado,4,0,0
Jefferson,7192930259,U.S. House,7,Ken Biles,Libertarian Party,24,0,0
Jefferson,7192930259,U.S. House,7,Steve Zorn,Democratic Party,0,0,0
Jefferson,7192930259,State Board Of Education - District 7,,Karla Esser,Democratic Party,494,0,0
Jefferson,7192930259,State Board Of Education - District 7,,Nancy Pallozzi,Republican Party,246,0,0
Jefferson,7192930259,Regent Of The University Of Colorado - District 7,,Nolbert Chavez,Democratic Party,577,0,0
Jefferson,7192930259,State Senate,19,Rachel Zenzinger,Democratic Party,499,0,0
Jefferson,7192930259,State Senate,19,Lynn Gerber,Republican Party,255,0,0
Jefferson,7192930259,State House,29,Lindsey N. Daugherty,Democratic Party,469,0,0
Jefferson,7192930259,State House,29,Vanessa DeMott,Republican Party,240,0,0
Jefferson,7192930259,State House,29,Ryan Van Gundy,Libertarian Party,47,0,0
Jefferson,7192930259,District Attorney - District 1,,Matthew Durkin,Republican Party,270,0,0
Jefferson,7192930259,District Attorney - District 1,,Alexis King,Democratic Party,467,0,0
Jefferson,7192930259,Supreme Court,,Melissa Hart,,0,513,145
Jefferson,7192930259,Supreme Court,,Carlos A. Samour Jr.,,0,501,148
Jefferson,7192930259,Court of Appeals,,Ted C. Tow III,,0,480,166
Jefferson,7192930259,Court of Appeals,,Craig R. Welling,,0,462,165
Jefferson,7192930259,"District Court, 1st Judicial District",,Randall C. Arp,,0,490,141
Jefferson,7192930259,"District Court, 1st Judicial District",,Ann Gail Meinster,,0,504,132
Jefferson,7192930259,"District Court, 1st Judicial District",,Lily Oeffler,,0,499,136
Jefferson,7192930259,"District Court, 1st Judicial District",,Tamara Russell,,0,491,143
Jefferson,7192930259,"District Court, 1st Judicial District",,Christopher Zenisek,,0,499,128
Jefferson,7192930259,"County Court, Jefferson",,Bradley Allen Burback,,0,461,160
Jefferson,7192930259,"County Court, Jefferson",,Verna Lee Carpenter,,0,473,151
Jefferson,7192930259,"County Court, Jefferson",,K.J. Moore,,0,506,119
Jefferson,7192930259,"County Court, Jefferson",,Harold Sargent,,0,491,132
Jefferson,7192930259,Amendment B (CONSTITUTIONAL),,,,0,443,299
Jefferson,7192930259,Amendment C (CONSTITUTIONAL),,,,0,405,335
Jefferson,7192930259,Amendment 76 (CONSTITUTIONAL),,,,0,431,339
Jefferson,7192930259,Amendment 77 (CONSTITUTIONAL),,,,0,491,264
Jefferson,7192930259,Proposition EE (STATUTORY),,,,0,586,184
Jefferson,7192930259,Proposition 113 (STATUTORY),,,,0,462,304
Jefferson,7192930259,Proposition 114 (STATUTORY),,,,0,454,301
Jefferson,7192930259,Proposition 115 (STATUTORY),,,,0,248,512
Jefferson,7192930259,Proposition 116 (STATUTORY),,,,0,395,375
Jefferson,7192930259,Proposition 117 (STATUTORY),,,,0,357,368
Jefferson,7192930259,Proposition 118 (STATUTORY),,,,0,500,264
Jefferson,7192930260,President,,Joseph R. Biden / Kamala D. Harris,Democratic Party,828,0,0
Jefferson,7192930260,President,,Donald J. Trump / Michael R. Pence,Republican Party,439,0,0
Jefferson,7192930260,President,,Don Blankenship / William Mohr,American Constitution Party,2,0,0
Jefferson,7192930260,President,,Bill Hammons / Eric Bodenstab,Unity Party of Colorado,0,0,0
Jefferson,7192930260,President,,Howie Hawkins / Angela Nicole Walker,Green Party,5,0,0
Jefferson,7192930260,President,,Blake Huber / Frank Atwood,Approval Voting Party,1,0,0
Jefferson,7192930260,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian Party,29,0,0
Jefferson,7192930260,President,,Brian Carroll / Amar Patel,American Solidarity Party,0,0,0
Jefferson,7192930260,President,,Mark Charles / Adrian Wallace,Unaffiliated,2,0,0
Jefferson,7192930260,President,,Phil Collins / Billy Joe Parker,Prohibition Party,0,0,0
Jefferson,7192930260,President,,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",Alliance Party,0,0,0
Jefferson,7192930260,President,,Dario Hunter / Dawn Neptune Adams,Progressive Party,0,0,0
Jefferson,7192930260,President,,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,Unaffiliated,0,0,0
Jefferson,7192930260,President,,Alyson Kennedy / Malcolm Jarrett,Socialist Workers Party,0,0,0
Jefferson,7192930260,President,,Joseph Kishore / Norissa Santa Cruz,Socialist Equality Party,0,0,0
Jefferson,7192930260,President,,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,Independent American Party,1,0,0
Jefferson,7192930260,President,,Gloria La Riva / Sunil Freeman,Socialism and Liberation,0,0,0
Jefferson,7192930260,President,,Joe McHugh / Elizabeth Storm,Unaffiliated,0,0,0
Jefferson,7192930260,President,,Brock Pierce / Karla Ballard,Unaffiliated,0,0,0
Jefferson,7192930260,President,,"Jordan ""Cancer"" Scott / Jennifer Tepool",Unaffiliated,0,0,0
Jefferson,7192930260,President,,Kanye West / Michelle Tidball,Unaffiliated,3,0,0
Jefferson,7192930260,President,,Kasey Wells / Rachel Wells,No Party Affiliation,0,0,0
Jefferson,7192930260,President,,Todd Cella / Timothy Bryan Cella,Independent,0,0,0
Jefferson,7192930260,President,,Tom Hoefling / Andy Prior,Unaffiliated / No Party Affiliation,0,0,0
Jefferson,7192930260,U.S. Senate,,John W. Hickenlooper,Democratic Party,782,0,0
Jefferson,7192930260,U.S. Senate,,Cory Gardner,Republican Party,479,0,0
Jefferson,7192930260,U.S. Senate,,Daniel Doyle,Approval Voting Party,3,0,0
Jefferson,7192930260,U.S. Senate,,"Stephan ""Seku"" Evans",Unity Party of Colorado,2,0,0
Jefferson,7192930260,U.S. Senate,,Raymon Anthony Doane,Libertarian Party,34,0,0
Jefferson,7192930260,U.S. Senate,,Danny Skelly,Unaffiliated,1,0,0
Jefferson,7192930260,U.S. Senate,,Bruce Lohmiller,Green Party,0,0,0
Jefferson,7192930260,U.S. Senate,,Michael Sanchez,Unaffiliated,0,0,0
Jefferson,7192930260,U.S. House,7,"Charles ""Casper"" Stockham",Republican Party,453,0,0
Jefferson,7192930260,U.S. House,7,Ed Perlmutter,Democratic Party,756,0,0
Jefferson,7192930260,U.S. House,7,David Olszta,Unity Party of Colorado,6,0,0
Jefferson,7192930260,U.S. House,7,Ken Biles,Libertarian Party,40,0,0
Jefferson,7192930260,U.S. House,7,Steve Zorn,Democratic Party,1,0,0
Jefferson,7192930260,State Board Of Education - District 7,,Karla Esser,Democratic Party,812,0,0
Jefferson,7192930260,State Board Of Education - District 7,,Nancy Pallozzi,Republican Party,429,0,0
Jefferson,7192930260,Regent Of The University Of Colorado - District 7,,Nolbert Chavez,Democratic Party,934,0,0
Jefferson,7192930260,State Senate,19,Rachel Zenzinger,Democratic Party,789,0,0
Jefferson,7192930260,State Senate,19,Lynn Gerber,Republican Party,452,0,0
Jefferson,7192930260,State House,29,Lindsey N. Daugherty,Democratic Party,739,0,0
Jefferson,7192930260,State House,29,Vanessa DeMott,Republican Party,444,0,0
Jefferson,7192930260,State House,29,Ryan Van Gundy,Libertarian Party,59,0,0
Jefferson,7192930260,District Attorney - District 1,,Matthew Durkin,Republican Party,468,0,0
Jefferson,7192930260,District Attorney - District 1,,Alexis King,Democratic Party,763,0,0
Jefferson,7192930260,Supreme Court,,Melissa Hart,,0,828,249
Jefferson,7192930260,Supreme Court,,Carlos A. Samour Jr.,,0,812,251
Jefferson,7192930260,Court of Appeals,,Ted C. Tow III,,0,746,307
Jefferson,7192930260,Court of Appeals,,Craig R. Welling,,0,742,295
Jefferson,7192930260,"District Court, 1st Judicial District",,Randall C. Arp,,0,783,252
Jefferson,7192930260,"District Court, 1st Judicial District",,Ann Gail Meinster,,0,790,246
Jefferson,7192930260,"District Court, 1st Judicial District",,Lily Oeffler,,0,792,241
Jefferson,7192930260,"District Court, 1st Judicial District",,Tamara Russell,,0,802,232
Jefferson,7192930260,"District Court, 1st Judicial District",,Christopher Zenisek,,0,777,250
Jefferson,7192930260,"County Court, Jefferson",,Bradley Allen Burback,,0,757,271
Jefferson,7192930260,"County Court, Jefferson",,Verna Lee Carpenter,,0,787,240
Jefferson,7192930260,"County Court, Jefferson",,K.J. Moore,,0,816,215
Jefferson,7192930260,"County Court, Jefferson",,Harold Sargent,,0,798,226
Jefferson,7192930260,Amendment B (CONSTITUTIONAL),,,,0,729,473
Jefferson,7192930260,Amendment C (CONSTITUTIONAL),,,,0,674,521
Jefferson,7192930260,Amendment 76 (CONSTITUTIONAL),,,,0,722,539
Jefferson,7192930260,Amendment 77 (CONSTITUTIONAL),,,,0,800,413
Jefferson,7192930260,Proposition EE (STATUTORY),,,,0,912,353
Jefferson,7192930260,Proposition 113 (STATUTORY),,,,0,776,480
Jefferson,7192930260,Proposition 114 (STATUTORY),,,,0,720,519
Jefferson,7192930260,Proposition 115 (STATUTORY),,,,0,396,859
Jefferson,7192930260,Proposition 116 (STATUTORY),,,,0,683,570
Jefferson,7192930260,Proposition 117 (STATUTORY),,,,0,600,578
Jefferson,7192930260,Proposition 118 (STATUTORY),,,,0,801,447
Jefferson,7192930261,President,,Joseph R. Biden / Kamala D. Harris,Democratic Party,426,0,0
Jefferson,7192930261,President,,Donald J. Trump / Michael R. Pence,Republican Party,218,0,0
Jefferson,7192930261,President,,Don Blankenship / William Mohr,American Constitution Party,4,0,0
Jefferson,7192930261,President,,Bill Hammons / Eric Bodenstab,Unity Party of Colorado,0,0,0
Jefferson,7192930261,President,,Howie Hawkins / Angela Nicole Walker,Green Party,2,0,0
Jefferson,7192930261,President,,Blake Huber / Frank Atwood,Approval Voting Party,0,0,0
Jefferson,7192930261,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian Party,13,0,0
Jefferson,7192930261,President,,Brian Carroll / Amar Patel,American Solidarity Party,0,0,0
Jefferson,7192930261,President,,Mark Charles / Adrian Wallace,Unaffiliated,0,0,0
Jefferson,7192930261,President,,Phil Collins / Billy Joe Parker,Prohibition Party,1,0,0
Jefferson,7192930261,President,,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",Alliance Party,0,0,0
Jefferson,7192930261,President,,Dario Hunter / Dawn Neptune Adams,Progressive Party,0,0,0
Jefferson,7192930261,President,,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,Unaffiliated,0,0,0
Jefferson,7192930261,President,,Alyson Kennedy / Malcolm Jarrett,Socialist Workers Party,0,0,0
Jefferson,7192930261,President,,Joseph Kishore / Norissa Santa Cruz,Socialist Equality Party,0,0,0
Jefferson,7192930261,President,,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,Independent American Party,0,0,0
Jefferson,7192930261,President,,Gloria La Riva / Sunil Freeman,Socialism and Liberation,0,0,0
Jefferson,7192930261,President,,Joe McHugh / Elizabeth Storm,Unaffiliated,0,0,0
Jefferson,7192930261,President,,Brock Pierce / Karla Ballard,Unaffiliated,0,0,0
Jefferson,7192930261,President,,"Jordan ""Cancer"" Scott / Jennifer Tepool",Unaffiliated,0,0,0
Jefferson,7192930261,President,,Kanye West / Michelle Tidball,Unaffiliated,3,0,0
Jefferson,7192930261,President,,Kasey Wells / Rachel Wells,No Party Affiliation,0,0,0
Jefferson,7192930261,President,,Todd Cella / Timothy Bryan Cella,Independent,0,0,0
Jefferson,7192930261,President,,Tom Hoefling / Andy Prior,Unaffiliated / No Party Affiliation,0,0,0
Jefferson,7192930261,U.S. Senate,,John W. Hickenlooper,Democratic Party,413,0,0
Jefferson,7192930261,U.S. Senate,,Cory Gardner,Republican Party,238,0,0
Jefferson,7192930261,U.S. Senate,,Daniel Doyle,Approval Voting Party,3,0,0
Jefferson,7192930261,U.S. Senate,,"Stephan ""Seku"" Evans",Unity Party of Colorado,0,0,0
Jefferson,7192930261,U.S. Senate,,Raymon Anthony Doane,Libertarian Party,15,0,0
Jefferson,7192930261,U.S. Senate,,Danny Skelly,Unaffiliated,0,0,0
Jefferson,7192930261,U.S. Senate,,Bruce Lohmiller,Green Party,0,0,0
Jefferson,7192930261,U.S. Senate,,Michael Sanchez,Unaffiliated,0,0,0
Jefferson,7192930261,U.S. House,7,"Charles ""Casper"" Stockham",Republican Party,228,0,0
Jefferson,7192930261,U.S. House,7,Ed Perlmutter,Democratic Party,399,0,0
Jefferson,7192930261,U.S. House,7,David Olszta,Unity Party of Colorado,3,0,0
Jefferson,7192930261,U.S. House,7,Ken Biles,Libertarian Party,25,0,0
Jefferson,7192930261,U.S. House,7,Steve Zorn,Democratic Party,0,0,0
Jefferson,7192930261,State Board Of Education - District 7,,Karla Esser,Democratic Party,432,0,0
Jefferson,7192930261,State Board Of Education - District 7,,Nancy Pallozzi,Republican Party,207,0,0
Jefferson,7192930261,Regent Of The University Of Colorado - District 7,,Nolbert Chavez,Democratic Party,469,0,0
Jefferson,7192930261,State Senate,19,Rachel Zenzinger,Democratic Party,423,0,0
Jefferson,7192930261,State Senate,19,Lynn Gerber,Republican Party,222,0,0
Jefferson,7192930261,State House,29,Lindsey N. Daugherty,Democratic Party,377,0,0
Jefferson,7192930261,State House,29,Vanessa DeMott,Republican Party,215,0,0
Jefferson,7192930261,State House,29,Ryan Van Gundy,Libertarian Party,53,0,0
Jefferson,7192930261,District Attorney - District 1,,Matthew Durkin,Republican Party,241,0,0
Jefferson,7192930261,District Attorney - District 1,,Alexis King,Democratic Party,394,0,0
Jefferson,7192930261,Supreme Court,,Melissa Hart,,0,452,120
Jefferson,7192930261,Supreme Court,,Carlos A. Samour Jr.,,0,438,128
Jefferson,7192930261,Court of Appeals,,Ted C. Tow III,,0,408,154
Jefferson,7192930261,Court of Appeals,,Craig R. Welling,,0,406,138
Jefferson,7192930261,"District Court, 1st Judicial District",,Randall C. Arp,,0,406,147
Jefferson,7192930261,"District Court, 1st Judicial District",,Ann Gail Meinster,,0,424,127
Jefferson,7192930261,"District Court, 1st Judicial District",,Lily Oeffler,,0,411,140
Jefferson,7192930261,"District Court, 1st Judicial District",,Tamara Russell,,0,399,150
Jefferson,7192930261,"District Court, 1st Judicial District",,Christopher Zenisek,,0,411,136
Jefferson,7192930261,"County Court, Jefferson",,Bradley Allen Burback,,0,388,155
Jefferson,7192930261,"County Court, Jefferson",,Verna Lee Carpenter,,0,398,145
Jefferson,7192930261,"County Court, Jefferson",,K.J. Moore,,0,413,133
Jefferson,7192930261,"County Court, Jefferson",,Harold Sargent,,0,422,121
Jefferson,7192930261,Amendment B (CONSTITUTIONAL),,,,0,384,261
Jefferson,7192930261,Amendment C (CONSTITUTIONAL),,,,0,327,309
Jefferson,7192930261,Amendment 76 (CONSTITUTIONAL),,,,0,392,268
Jefferson,7192930261,Amendment 77 (CONSTITUTIONAL),,,,0,423,225
Jefferson,7192930261,Proposition EE (STATUTORY),,,,0,451,209
Jefferson,7192930261,Proposition 113 (STATUTORY),,,,0,383,273
Jefferson,7192930261,Proposition 114 (STATUTORY),,,,0,374,276
Jefferson,7192930261,Proposition 115 (STATUTORY),,,,0,210,444
Jefferson,7192930261,Proposition 116 (STATUTORY),,,,0,370,280
Jefferson,7192930261,Proposition 117 (STATUTORY),,,,0,317,310
Jefferson,7192930261,Proposition 118 (STATUTORY),,,,0,411,239
Jefferson,7192930262,President,,Joseph R. Biden / Kamala D. Harris,Democratic Party,421,0,0
Jefferson,7192930262,President,,Donald J. Trump / Michael R. Pence,Republican Party,209,0,0
Jefferson,7192930262,President,,Don Blankenship / William Mohr,American Constitution Party,0,0,0
Jefferson,7192930262,President,,Bill Hammons / Eric Bodenstab,Unity Party of Colorado,0,0,0
Jefferson,7192930262,President,,Howie Hawkins / Angela Nicole Walker,Green Party,4,0,0
Jefferson,7192930262,President,,Blake Huber / Frank Atwood,Approval Voting Party,0,0,0
Jefferson,7192930262,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian Party,5,0,0
Jefferson,7192930262,President,,Brian Carroll / Amar Patel,American Solidarity Party,0,0,0
Jefferson,7192930262,President,,Mark Charles / Adrian Wallace,Unaffiliated,3,0,0
Jefferson,7192930262,President,,Phil Collins / Billy Joe Parker,Prohibition Party,1,0,0
Jefferson,7192930262,President,,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",Alliance Party,0,0,0
Jefferson,7192930262,President,,Dario Hunter / Dawn Neptune Adams,Progressive Party,0,0,0
Jefferson,7192930262,President,,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,Unaffiliated,0,0,0
Jefferson,7192930262,President,,Alyson Kennedy / Malcolm Jarrett,Socialist Workers Party,0,0,0
Jefferson,7192930262,President,,Joseph Kishore / Norissa Santa Cruz,Socialist Equality Party,0,0,0
Jefferson,7192930262,President,,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,Independent American Party,1,0,0
Jefferson,7192930262,President,,Gloria La Riva / Sunil Freeman,Socialism and Liberation,0,0,0
Jefferson,7192930262,President,,Joe McHugh / Elizabeth Storm,Unaffiliated,0,0,0
Jefferson,7192930262,President,,Brock Pierce / Karla Ballard,Unaffiliated,1,0,0
Jefferson,7192930262,President,,"Jordan ""Cancer"" Scott / Jennifer Tepool",Unaffiliated,0,0,0
Jefferson,7192930262,President,,Kanye West / Michelle Tidball,Unaffiliated,2,0,0
Jefferson,7192930262,President,,Kasey Wells / Rachel Wells,No Party Affiliation,0,0,0
Jefferson,7192930262,President,,Todd Cella / Timothy Bryan Cella,Independent,0,0,0
Jefferson,7192930262,President,,Tom Hoefling / Andy Prior,Unaffiliated / No Party Affiliation,0,0,0
Jefferson,7192930262,U.S. Senate,,John W. Hickenlooper,Democratic Party,415,0,0
Jefferson,7192930262,U.S. Senate,,Cory Gardner,Republican Party,210,0,0
Jefferson,7192930262,U.S. Senate,,Daniel Doyle,Approval Voting Party,1,0,0
Jefferson,7192930262,U.S. Senate,,"Stephan ""Seku"" Evans",Unity Party of Colorado,4,0,0
Jefferson,7192930262,U.S. Senate,,Raymon Anthony Doane,Libertarian Party,18,0,0
Jefferson,7192930262,U.S. Senate,,Danny Skelly,Unaffiliated,0,0,0
Jefferson,7192930262,U.S. Senate,,Bruce Lohmiller,Green Party,0,0,0
Jefferson,7192930262,U.S. Senate,,Michael Sanchez,Unaffiliated,0,0,0
Jefferson,7192930262,U.S. House,7,"Charles ""Casper"" Stockham",Republican Party,200,0,0
Jefferson,7192930262,U.S. House,7,Ed Perlmutter,Democratic Party,407,0,0
Jefferson,7192930262,U.S. House,7,David Olszta,Unity Party of Colorado,4,0,0
Jefferson,7192930262,U.S. House,7,Ken Biles,Libertarian Party,9,0,0
Jefferson,7192930262,U.S. House,7,Steve Zorn,Democratic Party,0,0,0
Jefferson,7192930262,State Board Of Education - District 7,,Karla Esser,Democratic Party,411,0,0
Jefferson,7192930262,State Board Of Education - District 7,,Nancy Pallozzi,Republican Party,189,0,0
Jefferson,7192930262,Regent Of The University Of Colorado - District 7,,Nolbert Chavez,Democratic Party,455,0,0
Jefferson,7192930262,State Senate,19,Rachel Zenzinger,Democratic Party,419,0,0
Jefferson,7192930262,State Senate,19,Lynn Gerber,Republican Party,193,0,0
Jefferson,7192930262,State House,29,Lindsey N. Daugherty,Democratic Party,390,0,0
Jefferson,7192930262,State House,29,Vanessa DeMott,Republican Party,185,0,0
Jefferson,7192930262,State House,29,Ryan Van Gundy,Libertarian Party,33,0,0
Jefferson,7192930262,District Attorney - District 1,,Matthew Durkin,Republican Party,219,0,0
Jefferson,7192930262,District Attorney - District 1,,Alexis King,Democratic Party,381,0,0
Jefferson,7192930262,Supreme Court,,Melissa Hart,,0,416,126
Jefferson,7192930262,Supreme Court,,Carlos A. Samour Jr.,,0,376,156
Jefferson,7192930262,Court of Appeals,,Ted C. Tow III,,0,356,174
Jefferson,7192930262,Court of Appeals,,Craig R. Welling,,0,368,145
Jefferson,7192930262,"District Court, 1st Judicial District",,Randall C. Arp,,0,371,149
Jefferson,7192930262,"District Court, 1st Judicial District",,Ann Gail Meinster,,0,381,136
Jefferson,7192930262,"District Court, 1st Judicial District",,Lily Oeffler,,0,374,143
Jefferson,7192930262,"District Court, 1st Judicial District",,Tamara Russell,,0,384,131
Jefferson,7192930262,"District Court, 1st Judicial District",,Christopher Zenisek,,0,365,149
Jefferson,7192930262,"County Court, Jefferson",,Bradley Allen Burback,,0,340,176
Jefferson,7192930262,"County Court, Jefferson",,Verna Lee Carpenter,,0,350,164
Jefferson,7192930262,"County Court, Jefferson",,K.J. Moore,,0,382,134
Jefferson,7192930262,"County Court, Jefferson",,Harold Sargent,,0,365,151
Jefferson,7192930262,Amendment B (CONSTITUTIONAL),,,,0,351,248
Jefferson,7192930262,Amendment C (CONSTITUTIONAL),,,,0,331,271
Jefferson,7192930262,Amendment 76 (CONSTITUTIONAL),,,,0,374,252
Jefferson,7192930262,Amendment 77 (CONSTITUTIONAL),,,,0,398,213
Jefferson,7192930262,Proposition EE (STATUTORY),,,,0,413,218
Jefferson,7192930262,Proposition 113 (STATUTORY),,,,0,374,248
Jefferson,7192930262,Proposition 114 (STATUTORY),,,,0,362,249
Jefferson,7192930262,Proposition 115 (STATUTORY),,,,0,208,420
Jefferson,7192930262,Proposition 116 (STATUTORY),,,,0,352,271
Jefferson,7192930262,Proposition 117 (STATUTORY),,,,0,271,316
Jefferson,7192930262,Proposition 118 (STATUTORY),,,,0,404,212
Jefferson,7192930266,President,,Joseph R. Biden / Kamala D. Harris,Democratic Party,536,0,0
