county,precinct,office,district,party,candidate,absentee,early_votes,election_day,votes
City & County of Honolulu,AB-05,State Senate,1,,Total Ballots,,,,1221
City & County of Honolulu,AB-06,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,1
City & County of Honolulu,AB-06,President,,,Total Blank Votes,,,,26
City & County of Honolulu,AB-06,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-06,President,,,Total Ballots,,,,2828
City & County of Honolulu,AB-06,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,4
City & County of Honolulu,AB-06,President,,,Total Blank Votes,,,,26
City & County of Honolulu,AB-06,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-06,President,,,Total Ballots,,,,2828
City & County of Honolulu,AB-06,President,,REP,"McCAIN, John / PALIN, Sarah",,,,489
City & County of Honolulu,AB-06,President,,,Total Blank Votes,,,,26
City & County of Honolulu,AB-06,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-06,President,,,Total Ballots,,,,2828
City & County of Honolulu,AB-06,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,4
City & County of Honolulu,AB-06,President,,,Total Blank Votes,,,,26
City & County of Honolulu,AB-06,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-06,President,,,Total Ballots,,,,2828
City & County of Honolulu,AB-06,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,12
City & County of Honolulu,AB-06,President,,,Total Blank Votes,,,,26
City & County of Honolulu,AB-06,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-06,President,,,Total Ballots,,,,2828
City & County of Honolulu,AB-06,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,2292
City & County of Honolulu,AB-06,President,,,Total Blank Votes,,,,26
City & County of Honolulu,AB-06,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-06,President,,,Total Ballots,,,,2828
City & County of Honolulu,AB-06,US Representative,2,REP,"EVANS, Roger B.",,,,359
City & County of Honolulu,AB-06,US Representative,2,,Total Blank Votes,,,,199
City & County of Honolulu,AB-06,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-06,US Representative,2,,Total Ballots,,,,2828
City & County of Honolulu,AB-06,US Representative,2,DEM,"HIRONO, Mazie",,,,2223
City & County of Honolulu,AB-06,US Representative,2,,Total Blank Votes,,,,199
City & County of Honolulu,AB-06,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-06,US Representative,2,,Total Ballots,,,,2828
City & County of Honolulu,AB-06,US Representative,2,LIB,"MALLAN, Lloyd J. (Jeff)",,,,15
City & County of Honolulu,AB-06,US Representative,2,,Total Blank Votes,,,,199
City & County of Honolulu,AB-06,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-06,US Representative,2,,Total Ballots,,,,2828
City & County of Honolulu,AB-06,US Representative,2,,"STENSHOL, Shaun",,,,32
City & County of Honolulu,AB-06,US Representative,2,,Total Blank Votes,,,,199
City & County of Honolulu,AB-06,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-06,US Representative,2,,Total Ballots,,,,2828
City & County of Honolulu,AB-06,State Representative,3,REP,"TAVARES, Deirdre (Moana)",,,,358
City & County of Honolulu,AB-06,State Representative,3,,Total Blank Votes,,,,169
City & County of Honolulu,AB-06,State Representative,3,,Total Over Votes,,,,0
City & County of Honolulu,AB-06,State Representative,3,,Total Ballots,,,,2828
City & County of Honolulu,AB-06,State Representative,3,DEM,"TSUJI, Clifton (Clift)",,,,2301
City & County of Honolulu,AB-06,State Representative,3,,Total Blank Votes,,,,169
City & County of Honolulu,AB-06,State Representative,3,,Total Over Votes,,,,0
City & County of Honolulu,AB-06,State Representative,3,,Total Ballots,,,,2828
City & County of Honolulu,AB-07,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,0
City & County of Honolulu,AB-07,President,,,Total Blank Votes,,,,1
City & County of Honolulu,AB-07,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-07,President,,,Total Ballots,,,,188
City & County of Honolulu,AB-07,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,0
City & County of Honolulu,AB-07,President,,,Total Blank Votes,,,,1
City & County of Honolulu,AB-07,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-07,President,,,Total Ballots,,,,188
City & County of Honolulu,AB-07,President,,REP,"McCAIN, John / PALIN, Sarah",,,,35
City & County of Honolulu,AB-07,President,,,Total Blank Votes,,,,1
City & County of Honolulu,AB-07,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-07,President,,,Total Ballots,,,,188
City & County of Honolulu,AB-07,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,0
City & County of Honolulu,AB-07,President,,,Total Blank Votes,,,,1
City & County of Honolulu,AB-07,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-07,President,,,Total Ballots,,,,188
City & County of Honolulu,AB-07,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,1
City & County of Honolulu,AB-07,President,,,Total Blank Votes,,,,1
City & County of Honolulu,AB-07,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-07,President,,,Total Ballots,,,,188
City & County of Honolulu,AB-07,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,151
City & County of Honolulu,AB-07,President,,,Total Blank Votes,,,,1
City & County of Honolulu,AB-07,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-07,President,,,Total Ballots,,,,188
City & County of Honolulu,AB-07,US Representative,2,REP,"EVANS, Roger B.",,,,20
City & County of Honolulu,AB-07,US Representative,2,,Total Blank Votes,,,,19
City & County of Honolulu,AB-07,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-07,US Representative,2,,Total Ballots,,,,188
City & County of Honolulu,AB-07,US Representative,2,DEM,"HIRONO, Mazie",,,,149
City & County of Honolulu,AB-07,US Representative,2,,Total Blank Votes,,,,19
City & County of Honolulu,AB-07,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-07,US Representative,2,,Total Ballots,,,,188
City & County of Honolulu,AB-07,US Representative,2,LIB,"MALLAN, Lloyd J. (Jeff)",,,,0
City & County of Honolulu,AB-07,US Representative,2,,Total Blank Votes,,,,19
City & County of Honolulu,AB-07,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-07,US Representative,2,,Total Ballots,,,,188
City & County of Honolulu,AB-07,US Representative,2,,"STENSHOL, Shaun",,,,0
City & County of Honolulu,AB-07,US Representative,2,,Total Blank Votes,,,,19
City & County of Honolulu,AB-07,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-07,US Representative,2,,Total Ballots,,,,188
City & County of Honolulu,AB-07,State Representative,3,REP,"TAVARES, Deirdre (Moana)",,,,21
City & County of Honolulu,AB-07,State Representative,3,,Total Blank Votes,,,,12
City & County of Honolulu,AB-07,State Representative,3,,Total Over Votes,,,,0
City & County of Honolulu,AB-07,State Representative,3,,Total Ballots,,,,188
City & County of Honolulu,AB-07,State Representative,3,DEM,"TSUJI, Clifton (Clift)",,,,155
City & County of Honolulu,AB-07,State Representative,3,,Total Blank Votes,,,,12
City & County of Honolulu,AB-07,State Representative,3,,Total Over Votes,,,,0
City & County of Honolulu,AB-07,State Representative,3,,Total Ballots,,,,188
City & County of Honolulu,AB-08,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,0
City & County of Honolulu,AB-08,President,,,Total Blank Votes,,,,0
City & County of Honolulu,AB-08,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-08,President,,,Total Ballots,,,,214
City & County of Honolulu,AB-08,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,0
City & County of Honolulu,AB-08,President,,,Total Blank Votes,,,,0
City & County of Honolulu,AB-08,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-08,President,,,Total Ballots,,,,214
City & County of Honolulu,AB-08,President,,REP,"McCAIN, John / PALIN, Sarah",,,,46
City & County of Honolulu,AB-08,President,,,Total Blank Votes,,,,0
City & County of Honolulu,AB-08,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-08,President,,,Total Ballots,,,,214
City & County of Honolulu,AB-08,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,0
City & County of Honolulu,AB-08,President,,,Total Blank Votes,,,,0
City & County of Honolulu,AB-08,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-08,President,,,Total Ballots,,,,214
City & County of Honolulu,AB-08,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,3
City & County of Honolulu,AB-08,President,,,Total Blank Votes,,,,0
City & County of Honolulu,AB-08,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-08,President,,,Total Ballots,,,,214
City & County of Honolulu,AB-08,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,165
City & County of Honolulu,AB-08,President,,,Total Blank Votes,,,,0
City & County of Honolulu,AB-08,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-08,President,,,Total Ballots,,,,214
City & County of Honolulu,AB-08,US Representative,2,REP,"EVANS, Roger B.",,,,22
City & County of Honolulu,AB-08,US Representative,2,,Total Blank Votes,,,,12
City & County of Honolulu,AB-08,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-08,US Representative,2,,Total Ballots,,,,214
City & County of Honolulu,AB-08,US Representative,2,DEM,"HIRONO, Mazie",,,,177
City & County of Honolulu,AB-08,US Representative,2,,Total Blank Votes,,,,12
City & County of Honolulu,AB-08,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-08,US Representative,2,,Total Ballots,,,,214
City & County of Honolulu,AB-08,US Representative,2,LIB,"MALLAN, Lloyd J. (Jeff)",,,,1
City & County of Honolulu,AB-08,US Representative,2,,Total Blank Votes,,,,12
City & County of Honolulu,AB-08,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-08,US Representative,2,,Total Ballots,,,,214
City & County of Honolulu,AB-08,US Representative,2,,"STENSHOL, Shaun",,,,2
City & County of Honolulu,AB-08,US Representative,2,,Total Blank Votes,,,,12
City & County of Honolulu,AB-08,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-08,US Representative,2,,Total Ballots,,,,214
City & County of Honolulu,AB-08,State Senate,1,REP,"HONG, Ted H.S.",,,,56
City & County of Honolulu,AB-08,State Senate,1,,Total Blank Votes,,,,8
City & County of Honolulu,AB-08,State Senate,1,,Total Over Votes,,,,0
City & County of Honolulu,AB-08,State Senate,1,,Total Ballots,,,,214
City & County of Honolulu,AB-08,State Senate,1,DEM,"TAKAMINE, Dwight Y.",,,,150
City & County of Honolulu,AB-08,State Senate,1,,Total Blank Votes,,,,8
City & County of Honolulu,AB-08,State Senate,1,,Total Over Votes,,,,0
City & County of Honolulu,AB-08,State Senate,1,,Total Ballots,,,,214
City & County of Honolulu,AB-08,State Representative,3,REP,"TAVARES, Deirdre (Moana)",,,,15
City & County of Honolulu,AB-08,State Representative,3,,Total Blank Votes,,,,12
City & County of Honolulu,AB-08,State Representative,3,,Total Over Votes,,,,0
City & County of Honolulu,AB-08,State Representative,3,,Total Ballots,,,,214
City & County of Honolulu,AB-08,State Representative,3,DEM,"TSUJI, Clifton (Clift)",,,,187
City & County of Honolulu,AB-08,State Representative,3,,Total Blank Votes,,,,12
City & County of Honolulu,AB-08,State Representative,3,,Total Over Votes,,,,0
City & County of Honolulu,AB-08,State Representative,3,,Total Ballots,,,,214
City & County of Honolulu,AB-09,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,0
City & County of Honolulu,AB-09,President,,,Total Blank Votes,,,,12
City & County of Honolulu,AB-09,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-09,President,,,Total Ballots,,,,1005
City & County of Honolulu,AB-09,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,0
City & County of Honolulu,AB-09,President,,,Total Blank Votes,,,,12
City & County of Honolulu,AB-09,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-09,President,,,Total Ballots,,,,1005
City & County of Honolulu,AB-09,President,,REP,"McCAIN, John / PALIN, Sarah",,,,147
City & County of Honolulu,AB-09,President,,,Total Blank Votes,,,,12
City & County of Honolulu,AB-09,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-09,President,,,Total Ballots,,,,1005
City & County of Honolulu,AB-09,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,1
City & County of Honolulu,AB-09,President,,,Total Blank Votes,,,,12
City & County of Honolulu,AB-09,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-09,President,,,Total Ballots,,,,1005
City & County of Honolulu,AB-09,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,5
City & County of Honolulu,AB-09,President,,,Total Blank Votes,,,,12
City & County of Honolulu,AB-09,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-09,President,,,Total Ballots,,,,1005
City & County of Honolulu,AB-09,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,840
City & County of Honolulu,AB-09,President,,,Total Blank Votes,,,,12
City & County of Honolulu,AB-09,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-09,President,,,Total Ballots,,,,1005
City & County of Honolulu,AB-09,US Representative,2,REP,"EVANS, Roger B.",,,,105
City & County of Honolulu,AB-09,US Representative,2,,Total Blank Votes,,,,74
City & County of Honolulu,AB-09,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-09,US Representative,2,,Total Ballots,,,,1005
City & County of Honolulu,AB-09,US Representative,2,DEM,"HIRONO, Mazie",,,,816
City & County of Honolulu,AB-09,US Representative,2,,Total Blank Votes,,,,74
City & County of Honolulu,AB-09,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-09,US Representative,2,,Total Ballots,,,,1005
City & County of Honolulu,AB-09,US Representative,2,LIB,"MALLAN, Lloyd J. (Jeff)",,,,6
City & County of Honolulu,AB-09,US Representative,2,,Total Blank Votes,,,,74
City & County of Honolulu,AB-09,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-09,US Representative,2,,Total Ballots,,,,1005
City & County of Honolulu,AB-09,US Representative,2,,"STENSHOL, Shaun",,,,4
City & County of Honolulu,AB-09,US Representative,2,,Total Blank Votes,,,,74
City & County of Honolulu,AB-09,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-09,US Representative,2,,Total Ballots,,,,1005
City & County of Honolulu,AB-09,State Senate,1,REP,"HONG, Ted H.S.",,,,295
City & County of Honolulu,AB-09,State Senate,1,,Total Blank Votes,,,,40
City & County of Honolulu,AB-09,State Senate,1,,Total Over Votes,,,,1
City & County of Honolulu,AB-09,State Senate,1,,Total Ballots,,,,1005
City & County of Honolulu,AB-09,State Senate,1,DEM,"TAKAMINE, Dwight Y.",,,,669
City & County of Honolulu,AB-09,State Senate,1,,Total Blank Votes,,,,40
City & County of Honolulu,AB-09,State Senate,1,,Total Over Votes,,,,1
City & County of Honolulu,AB-09,State Senate,1,,Total Ballots,,,,1005
City & County of Honolulu,AB-09,State Representative,3,REP,"TAVARES, Deirdre (Moana)",,,,120
City & County of Honolulu,AB-09,State Representative,3,,Total Blank Votes,,,,62
City & County of Honolulu,AB-09,State Representative,3,,Total Over Votes,,,,0
City & County of Honolulu,AB-09,State Representative,3,,Total Ballots,,,,1005
City & County of Honolulu,AB-09,State Representative,3,DEM,"TSUJI, Clifton (Clift)",,,,823
City & County of Honolulu,AB-09,State Representative,3,,Total Blank Votes,,,,62
City & County of Honolulu,AB-09,State Representative,3,,Total Over Votes,,,,0
City & County of Honolulu,AB-09,State Representative,3,,Total Ballots,,,,1005
City & County of Honolulu,AB-10,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,1
City & County of Honolulu,AB-10,President,,,Total Blank Votes,,,,4
City & County of Honolulu,AB-10,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-10,President,,,Total Ballots,,,,618
City & County of Honolulu,AB-10,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,2
City & County of Honolulu,AB-10,President,,,Total Blank Votes,,,,4
City & County of Honolulu,AB-10,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-10,President,,,Total Ballots,,,,618
City & County of Honolulu,AB-10,President,,REP,"McCAIN, John / PALIN, Sarah",,,,90
City & County of Honolulu,AB-10,President,,,Total Blank Votes,,,,4
City & County of Honolulu,AB-10,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-10,President,,,Total Ballots,,,,618
City & County of Honolulu,AB-10,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,0
City & County of Honolulu,AB-10,President,,,Total Blank Votes,,,,4
City & County of Honolulu,AB-10,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-10,President,,,Total Ballots,,,,618
City & County of Honolulu,AB-10,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,4
City & County of Honolulu,AB-10,President,,,Total Blank Votes,,,,4
City & County of Honolulu,AB-10,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-10,President,,,Total Ballots,,,,618
City & County of Honolulu,AB-10,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,517
City & County of Honolulu,AB-10,President,,,Total Blank Votes,,,,4
City & County of Honolulu,AB-10,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-10,President,,,Total Ballots,,,,618
City & County of Honolulu,AB-10,US Representative,2,REP,"EVANS, Roger B.",,,,50
City & County of Honolulu,AB-10,US Representative,2,,Total Blank Votes,,,,35
City & County of Honolulu,AB-10,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-10,US Representative,2,,Total Ballots,,,,618
City & County of Honolulu,AB-10,US Representative,2,DEM,"HIRONO, Mazie",,,,522
City & County of Honolulu,AB-10,US Representative,2,,Total Blank Votes,,,,35
City & County of Honolulu,AB-10,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-10,US Representative,2,,Total Ballots,,,,618
City & County of Honolulu,AB-10,US Representative,2,LIB,"MALLAN, Lloyd J. (Jeff)",,,,8
City & County of Honolulu,AB-10,US Representative,2,,Total Blank Votes,,,,35
City & County of Honolulu,AB-10,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-10,US Representative,2,,Total Ballots,,,,618
City & County of Honolulu,AB-10,US Representative,2,,"STENSHOL, Shaun",,,,3
City & County of Honolulu,AB-10,US Representative,2,,Total Blank Votes,,,,35
City & County of Honolulu,AB-10,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-10,US Representative,2,,Total Ballots,,,,618
City & County of Honolulu,AB-10,State Representative,3,REP,"TAVARES, Deirdre (Moana)",,,,75
City & County of Honolulu,AB-10,State Representative,3,,Total Blank Votes,,,,32
City & County of Honolulu,AB-10,State Representative,3,,Total Over Votes,,,,0
City & County of Honolulu,AB-10,State Representative,3,,Total Ballots,,,,618
City & County of Honolulu,AB-10,State Representative,3,DEM,"TSUJI, Clifton (Clift)",,,,511
City & County of Honolulu,AB-10,State Representative,3,,Total Blank Votes,,,,32
City & County of Honolulu,AB-10,State Representative,3,,Total Over Votes,,,,0
City & County of Honolulu,AB-10,State Representative,3,,Total Ballots,,,,618
City & County of Honolulu,AB-11,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,1
City & County of Honolulu,AB-11,President,,,Total Blank Votes,,,,4
City & County of Honolulu,AB-11,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-11,President,,,Total Ballots,,,,474
City & County of Honolulu,AB-11,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,5
City & County of Honolulu,AB-11,President,,,Total Blank Votes,,,,4
City & County of Honolulu,AB-11,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-11,President,,,Total Ballots,,,,474
City & County of Honolulu,AB-11,President,,REP,"McCAIN, John / PALIN, Sarah",,,,52
City & County of Honolulu,AB-11,President,,,Total Blank Votes,,,,4
City & County of Honolulu,AB-11,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-11,President,,,Total Ballots,,,,474
City & County of Honolulu,AB-11,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,5
City & County of Honolulu,AB-11,President,,,Total Blank Votes,,,,4
City & County of Honolulu,AB-11,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-11,President,,,Total Ballots,,,,474
City & County of Honolulu,AB-11,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,12
City & County of Honolulu,AB-11,President,,,Total Blank Votes,,,,4
City & County of Honolulu,AB-11,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-11,President,,,Total Ballots,,,,474
City & County of Honolulu,AB-11,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,395
City & County of Honolulu,AB-11,President,,,Total Blank Votes,,,,4
City & County of Honolulu,AB-11,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-11,President,,,Total Ballots,,,,474
City & County of Honolulu,AB-11,US Representative,2,REP,"EVANS, Roger B.",,,,63
City & County of Honolulu,AB-11,US Representative,2,,Total Blank Votes,,,,30
City & County of Honolulu,AB-11,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-11,US Representative,2,,Total Ballots,,,,474
City & County of Honolulu,AB-11,US Representative,2,DEM,"HIRONO, Mazie",,,,348
City & County of Honolulu,AB-11,US Representative,2,,Total Blank Votes,,,,30
City & County of Honolulu,AB-11,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-11,US Representative,2,,Total Ballots,,,,474
City & County of Honolulu,AB-11,US Representative,2,LIB,"MALLAN, Lloyd J. (Jeff)",,,,16
City & County of Honolulu,AB-11,US Representative,2,,Total Blank Votes,,,,30
City & County of Honolulu,AB-11,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-11,US Representative,2,,Total Ballots,,,,474
City & County of Honolulu,AB-11,US Representative,2,,"STENSHOL, Shaun",,,,17
City & County of Honolulu,AB-11,US Representative,2,,Total Blank Votes,,,,30
City & County of Honolulu,AB-11,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-11,US Representative,2,,Total Ballots,,,,474
City & County of Honolulu,AB-11,State Representative,4,REP,"BLAS, Fred",,,,124
City & County of Honolulu,AB-11,State Representative,4,,Total Blank Votes,,,,39
City & County of Honolulu,AB-11,State Representative,4,,Total Over Votes,,,,0
City & County of Honolulu,AB-11,State Representative,4,,Total Ballots,,,,474
City & County of Honolulu,AB-11,State Representative,4,DEM,"HANOHANO, Faye P.",,,,311
City & County of Honolulu,AB-11,State Representative,4,,Total Blank Votes,,,,39
City & County of Honolulu,AB-11,State Representative,4,,Total Over Votes,,,,0
City & County of Honolulu,AB-11,State Representative,4,,Total Ballots,,,,474
City & County of Honolulu,AB-12,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,2
City & County of Honolulu,AB-12,President,,,Total Blank Votes,,,,5
City & County of Honolulu,AB-12,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-12,President,,,Total Ballots,,,,419
City & County of Honolulu,AB-12,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,3
City & County of Honolulu,AB-12,President,,,Total Blank Votes,,,,5
City & County of Honolulu,AB-12,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-12,President,,,Total Ballots,,,,419
City & County of Honolulu,AB-12,President,,REP,"McCAIN, John / PALIN, Sarah",,,,87
City & County of Honolulu,AB-12,President,,,Total Blank Votes,,,,5
City & County of Honolulu,AB-12,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-12,President,,,Total Ballots,,,,419
City & County of Honolulu,AB-12,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,2
City & County of Honolulu,AB-12,President,,,Total Blank Votes,,,,5
City & County of Honolulu,AB-12,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-12,President,,,Total Ballots,,,,419
City & County of Honolulu,AB-12,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,4
City & County of Honolulu,AB-12,President,,,Total Blank Votes,,,,5
City & County of Honolulu,AB-12,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-12,President,,,Total Ballots,,,,419
City & County of Honolulu,AB-12,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,316
City & County of Honolulu,AB-12,President,,,Total Blank Votes,,,,5
City & County of Honolulu,AB-12,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-12,President,,,Total Ballots,,,,419
City & County of Honolulu,AB-12,US Representative,2,REP,"EVANS, Roger B.",,,,80
City & County of Honolulu,AB-12,US Representative,2,,Total Blank Votes,,,,28
City & County of Honolulu,AB-12,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-12,US Representative,2,,Total Ballots,,,,419
City & County of Honolulu,AB-12,US Representative,2,DEM,"HIRONO, Mazie",,,,288
City & County of Honolulu,AB-12,US Representative,2,,Total Blank Votes,,,,28
City & County of Honolulu,AB-12,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-12,US Representative,2,,Total Ballots,,,,419
City & County of Honolulu,AB-12,US Representative,2,LIB,"MALLAN, Lloyd J. (Jeff)",,,,8
City & County of Honolulu,AB-12,US Representative,2,,Total Blank Votes,,,,28
City & County of Honolulu,AB-12,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-12,US Representative,2,,Total Ballots,,,,419
City & County of Honolulu,AB-12,US Representative,2,,"STENSHOL, Shaun",,,,15
City & County of Honolulu,AB-12,US Representative,2,,Total Blank Votes,,,,28
City & County of Honolulu,AB-12,US Representative,2,,Total Over Votes,,,,0
City & County of Honolulu,AB-12,US Representative,2,,Total Ballots,,,,419
City & County of Honolulu,AB-12,State Representative,4,REP,"BLAS, Fred",,,,164
City & County of Honolulu,AB-12,State Representative,4,,Total Blank Votes,,,,30
City & County of Honolulu,AB-12,State Representative,4,,Total Over Votes,,,,0
City & County of Honolulu,AB-12,State Representative,4,,Total Ballots,,,,419
City & County of Honolulu,AB-12,State Representative,4,DEM,"HANOHANO, Faye P.",,,,225
City & County of Honolulu,AB-12,State Representative,4,,Total Blank Votes,,,,30
City & County of Honolulu,AB-12,State Representative,4,,Total Over Votes,,,,0
City & County of Honolulu,AB-12,State Representative,4,,Total Ballots,,,,419
City & County of Honolulu,AB-13,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,10
City & County of Honolulu,AB-13,President,,,Total Blank Votes,,,,17
City & County of Honolulu,AB-13,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-13,President,,,Total Ballots,,,,3031
City & County of Honolulu,AB-13,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,9
City & County of Honolulu,AB-13,President,,,Total Blank Votes,,,,17
City & County of Honolulu,AB-13,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-13,President,,,Total Ballots,,,,3031
City & County of Honolulu,AB-13,President,,REP,"McCAIN, John / PALIN, Sarah",,,,563
City & County of Honolulu,AB-13,President,,,Total Blank Votes,,,,17
City & County of Honolulu,AB-13,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-13,President,,,Total Ballots,,,,3031
City & County of Honolulu,AB-13,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,10
City & County of Honolulu,AB-13,President,,,Total Blank Votes,,,,17
City & County of Honolulu,AB-13,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-13,President,,,Total Ballots,,,,3031
City & County of Honolulu,AB-13,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,42
City & County of Honolulu,AB-13,President,,,Total Blank Votes,,,,17
City & County of Honolulu,AB-13,President,,,Total Over Votes,,,,0
City & County of Honolulu,AB-13,President,,,Total Ballots,,,,3031
