county,precinct,office,district,candidate,party,votes,mail,election_day,early_voting
Salt Lake,HER019,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,56,53,3,0
Salt Lake,HER019,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,74,73,1,0
Salt Lake,HER019,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,32,32,0,0
Salt Lake,HER020,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,74,73,1,0
Salt Lake,HER020,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,10,10,0,0
Salt Lake,HER020,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,14,14,0,0
Salt Lake,HER020,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,13,13,0,0
Salt Lake,HER021,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,161,156,5,0
Salt Lake,HER021,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,78,78,0,0
Salt Lake,HER021,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,75,75,0,0
Salt Lake,HER021,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,36,35,1,0
Salt Lake,HER022,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,39,38,1,0
Salt Lake,HER022,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,27,27,0,0
Salt Lake,HER022,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,23,23,0,0
Salt Lake,HER022,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,9,9,0,0
Salt Lake,HER023,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,111,110,1,0
Salt Lake,HER023,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,57,57,0,0
Salt Lake,HER023,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,61,60,1,0
Salt Lake,HER023,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,28,28,0,0
Salt Lake,HER024,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,34,32,2,0
Salt Lake,HER024,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,25,25,0,0
Salt Lake,HER024,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,15,15,0,0
Salt Lake,HER024,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,5,5,0,0
Salt Lake,HER025,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,4,4,0,0
Salt Lake,HER025,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,4,4,0,0
Salt Lake,HER025,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,3,3,0,0
Salt Lake,HER025,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,3,3,0,0
Salt Lake,HER026,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,171,171,0,0
Salt Lake,HER026,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,83,83,0,0
Salt Lake,HER026,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,108,108,0,0
Salt Lake,HER026,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,37,36,1,0
Salt Lake,HER027,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,129,127,2,0
Salt Lake,HER027,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,38,37,1,0
Salt Lake,HER027,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,78,74,4,0
Salt Lake,HER027,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,30,30,0,0
Salt Lake,HOL032,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,90,90,0,0
Salt Lake,HOL032,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,57,56,1,0
Salt Lake,HOL032,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,45,45,0,0
Salt Lake,HOL032,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,25,25,0,0
Salt Lake,HOL033,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,95,95,0,0
Salt Lake,HOL033,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,63,63,0,0
Salt Lake,HOL033,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,32,30,2,0
Salt Lake,HOL033,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,18,18,0,0
Salt Lake,HOL034,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,117,117,0,0
Salt Lake,HOL034,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,52,50,2,0
Salt Lake,HOL034,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,34,34,0,0
Salt Lake,HOL034,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,7,7,0,0
Salt Lake,HOL035,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,78,75,3,0
Salt Lake,HOL035,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,36,34,2,0
Salt Lake,HOL035,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,41,40,1,0
Salt Lake,HOL035,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,20,20,0,0
Salt Lake,KRN001,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,51,48,3,0
Salt Lake,KRN001,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,34,34,0,0
Salt Lake,KRN001,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,47,47,0,0
Salt Lake,KRN001,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,8,8,0,0
Salt Lake,KRN002,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,16,16,0,0
Salt Lake,KRN002,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,10,10,0,0
Salt Lake,KRN002,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,12,12,0,0
Salt Lake,KRN002,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,2,2,0,0
Salt Lake,KRN003,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,27,27,0,0
Salt Lake,KRN003,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,13,12,1,0
Salt Lake,KRN003,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,23,23,0,0
Salt Lake,KRN003,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,10,10,0,0
Salt Lake,KRN004,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,77,77,0,0
Salt Lake,KRN004,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,57,57,0,0
Salt Lake,KRN004,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,51,51,0,0
Salt Lake,KRN004,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,25,25,0,0
Salt Lake,KRN005,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,59,57,2,0
Salt Lake,KRN005,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,29,29,0,0
Salt Lake,KRN005,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,45,44,1,0
Salt Lake,KRN005,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,19,18,1,0
Salt Lake,KRN006,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,49,48,1,0
Salt Lake,KRN006,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,40,40,0,0
Salt Lake,KRN006,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,44,44,0,0
Salt Lake,KRN006,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,21,21,0,0
Salt Lake,KRN008,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,20,20,0,0
Salt Lake,KRN008,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,15,15,0,0
Salt Lake,KRN008,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,20,19,1,0
Salt Lake,KRN008,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,7,7,0,0
Salt Lake,KRN009,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,12,12,0,0
Salt Lake,KRN009,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,5,5,0,0
Salt Lake,KRN009,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,4,4,0,0
Salt Lake,KRN009,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,4,4,0,0
Salt Lake,KRN013,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,89,89,0,0
Salt Lake,KRN013,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,60,60,0,0
Salt Lake,KRN013,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,52,52,0,0
Salt Lake,KRN013,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,23,22,1,0
Salt Lake,KRN015,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,62,61,1,0
Salt Lake,KRN015,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,32,32,0,0
Salt Lake,KRN015,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,50,50,0,0
Salt Lake,KRN015,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,16,16,0,0
Salt Lake,KRN016,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,46,45,1,0
Salt Lake,KRN016,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,30,29,1,0
Salt Lake,KRN016,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,27,27,0,0
Salt Lake,KRN016,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,16,14,2,0
Salt Lake,KRN017,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,50,50,0,0
Salt Lake,KRN017,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,33,33,0,0
Salt Lake,KRN017,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,48,48,0,0
Salt Lake,KRN017,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,11,11,0,0
Salt Lake,KRN018,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,70,68,2,0
Salt Lake,KRN018,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,45,45,0,0
Salt Lake,KRN018,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,38,38,0,0
Salt Lake,KRN018,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,19,19,0,0
Salt Lake,KRN019,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,68,68,0,0
Salt Lake,KRN019,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,48,47,1,0
Salt Lake,KRN019,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,33,32,1,0
Salt Lake,KRN019,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,18,18,0,0
Salt Lake,KRN020,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,22,22,0,0
Salt Lake,KRN020,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,10,10,0,0
Salt Lake,KRN020,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,18,18,0,0
Salt Lake,KRN020,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,1,1,0,0
Salt Lake,KRN021,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,13,12,1,0
Salt Lake,KRN021,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,17,16,1,0
Salt Lake,KRN021,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,13,13,0,0
Salt Lake,KRN021,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,13,13,0,0
Salt Lake,MID001,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,73,72,1,0
Salt Lake,MID001,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,52,51,1,0
Salt Lake,MID001,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,35,33,2,0
Salt Lake,MID001,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,27,27,0,0
Salt Lake,MID002,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,58,58,0,0
Salt Lake,MID002,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,28,28,0,0
Salt Lake,MID002,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,30,30,0,0
Salt Lake,MID002,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,20,20,0,0
Salt Lake,MID003,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,88,87,1,0
Salt Lake,MID003,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,54,54,0,0
Salt Lake,MID003,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,64,63,1,0
Salt Lake,MID003,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,29,29,0,0
Salt Lake,MID005,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,97,94,3,0
Salt Lake,MID005,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,50,50,0,0
Salt Lake,MID005,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,43,43,0,0
Salt Lake,MID005,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,25,25,0,0
Salt Lake,MID006,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,89,87,2,0
Salt Lake,MID006,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,45,44,1,0
Salt Lake,MID006,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,56,56,0,0
Salt Lake,MID006,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,28,28,0,0
Salt Lake,MID011,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,89,87,2,0
Salt Lake,MID011,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,72,71,1,0
Salt Lake,MID011,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,57,57,0,0
Salt Lake,MID011,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,38,38,0,0
Salt Lake,MID013,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,58,58,0,0
Salt Lake,MID013,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,20,20,0,0
Salt Lake,MID013,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,35,35,0,0
Salt Lake,MID013,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,26,26,0,0
Salt Lake,MID017,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,50,49,1,0
Salt Lake,MID017,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,30,30,0,0
Salt Lake,MID017,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,28,28,0,0
Salt Lake,MID017,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,14,14,0,0
Salt Lake,MID019,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,51,50,1,0
Salt Lake,MID019,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,42,42,0,0
Salt Lake,MID019,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,22,22,0,0
Salt Lake,MID019,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,16,16,0,0
Salt Lake,MID022,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,106,105,1,0
Salt Lake,MID022,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,64,62,2,0
Salt Lake,MID022,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,54,53,1,0
Salt Lake,MID022,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,34,34,0,0
Salt Lake,MID024,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,80,79,1,0
Salt Lake,MID024,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,55,54,1,0
Salt Lake,MID024,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,45,44,1,0
Salt Lake,MID024,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,11,11,0,0
Salt Lake,MID025,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,17,17,0,0
Salt Lake,MID025,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,10,10,0,0
Salt Lake,MID025,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,14,13,1,0
Salt Lake,MID025,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,5,5,0,0
Salt Lake,MID027,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,38,38,0,0
Salt Lake,MID027,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,14,14,0,0
Salt Lake,MID027,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,17,17,0,0
Salt Lake,MID027,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,14,14,0,0
Salt Lake,MID028,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,49,48,1,0
Salt Lake,MID028,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,20,20,0,0
Salt Lake,MID028,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,28,28,0,0
Salt Lake,MID028,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,4,4,0,0
Salt Lake,MID030,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,40,39,1,0
Salt Lake,MID030,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,31,30,1,0
Salt Lake,MID030,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,27,26,1,0
Salt Lake,MID030,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,10,10,0,0
Salt Lake,MID032,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,0,0,0,0
Salt Lake,MID032,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,0,0,0,0
Salt Lake,MID032,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,0,0,0,0
Salt Lake,MID032,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,0,0,0,0
Salt Lake,MIL001,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,47,47,0,0
Salt Lake,MIL001,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,53,52,1,0
Salt Lake,MIL001,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,42,41,1,0
Salt Lake,MIL001,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,14,14,0,0
Salt Lake,MIL002,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,86,84,2,0
Salt Lake,MIL002,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,47,46,1,0
Salt Lake,MIL002,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,42,40,2,0
Salt Lake,MIL002,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,45,45,0,0
Salt Lake,MIL003,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,62,61,1,0
Salt Lake,MIL003,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,42,42,0,0
Salt Lake,MIL003,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,30,30,0,0
Salt Lake,MIL003,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,20,19,1,0
Salt Lake,MIL004,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,98,98,0,0
Salt Lake,MIL004,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,54,52,2,0
Salt Lake,MIL004,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,68,66,2,0
Salt Lake,MIL004,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,27,27,0,0
Salt Lake,MIL005,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,36,36,0,0
Salt Lake,MIL005,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,21,21,0,0
Salt Lake,MIL005,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,27,26,1,0
Salt Lake,MIL005,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,5,5,0,0
Salt Lake,MIL006,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,77,75,2,0
Salt Lake,MIL006,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,28,26,2,0
Salt Lake,MIL006,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,41,40,1,0
Salt Lake,MIL006,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,13,13,0,0
Salt Lake,MIL007,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,14,14,0,0
Salt Lake,MIL007,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,4,3,1,0
Salt Lake,MIL007,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,9,8,1,0
Salt Lake,MIL007,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,4,4,0,0
Salt Lake,MIL008,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,10,10,0,0
Salt Lake,MIL008,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,8,8,0,0
Salt Lake,MIL008,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,8,8,0,0
Salt Lake,MIL008,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,3,3,0,0
Salt Lake,MIL009,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,32,32,0,0
Salt Lake,MIL009,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,29,29,0,0
Salt Lake,MIL009,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,24,24,0,0
Salt Lake,MIL009,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,11,11,0,0
Salt Lake,MIL010,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,48,46,2,0
Salt Lake,MIL010,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,22,22,0,0
Salt Lake,MIL010,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,18,18,0,0
Salt Lake,MIL010,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,11,11,0,0
Salt Lake,MIL011,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,85,85,0,0
Salt Lake,MIL011,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,42,42,0,0
Salt Lake,MIL011,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,73,73,0,0
Salt Lake,MIL011,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,31,31,0,0
Salt Lake,MIL012,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,72,72,0,0
Salt Lake,MIL012,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,49,49,0,0
Salt Lake,MIL012,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,38,38,0,0
Salt Lake,MIL012,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,11,10,1,0
Salt Lake,MIL013,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,72,72,0,0
Salt Lake,MIL013,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,38,37,1,0
Salt Lake,MIL013,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,38,38,0,0
Salt Lake,MIL013,U.S. REPRESENTATIVE DISTRICT,4,TRENT CHRISTENSEN,REP,15,15,0,0
Salt Lake,MIL014,U.S. REPRESENTATIVE DISTRICT,4,BURGESS OWENS,REP,70,70,0,0
Salt Lake,MIL014,U.S. REPRESENTATIVE DISTRICT,4,"JAY ""JAYMAC"" MCFARLAND",REP,49,49,0,0
Salt Lake,MIL014,U.S. REPRESENTATIVE DISTRICT,4,KIM COLEMAN,REP,44,43,1,0
