precinct_code,gen_dem_CLINTON,gen_ind_STEIN,gen_lib_JOHNSON,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_lib_FELDMAN,pri_lib_HALE,pri_lib_INCE,pri_lib_JOHNSON,pri_lib_JR.,pri_lib_KERBEL,pri_lib_PERRY,pri_lib_PETERSEN,pri_lib_REID,pri_lib_SMITH,pri_lib_WAYMIRE,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
Edgecombe-37651205,182.0,0.0,2.0,3.0,150.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,0.0,194.0
Edgecombe-37651301,71.0,0.0,5.0,299.0,51.0,1.0,10.0,69.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,68.0,0.0,0.0,0.0,4.0,0.0,10.0,1.0,63.0,375.0,149.0,131.0
Edgecombe-37651401,44.0,0.0,3.0,241.0,29.0,1.0,2.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,1.0,6.0,0.0,7.0,0.0,62.0,288.0,135.0,69.0
Edgecombe-3765ABSENTEE,89.0,0.0,2.0,97.0,22.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,188.0,16.0,36.0
Edgecombe-3765ONE STOP 1,3984.0,2.0,82.0,2349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6417.0,0.0,0.0
Edgecombe-3765ONE STOP 2,4901.0,0.0,35.0,844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5780.0,0.0,0.0
Edgecombe-3765ONE STOP 3,1265.0,1.0,11.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.0,0.0,0.0
Edgecombe-3765ONE STOP 4,1054.0,0.0,34.0,1236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2324.0,0.0,0.0
Edgecombe-3765ONE STOP 5,501.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0,0.0,0.0
Edgecombe-3765ONE STOP 6,57.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0
Edgecombe-3765OS-PINETOPS,0.0,0.0,0.0,0.0,226.0,1.0,4.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,58.0,0.0,118.0,286.0
Edgecombe-3765OS-ROCKYMOUNT,0.0,0.0,0.0,0.0,1489.0,0.0,5.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,61.0,0.0,0.0,2.0,5.0,2.0,14.0,0.0,64.0,0.0,152.0,1690.0
Edgecombe-3765OS-TARBORO,0.0,0.0,0.0,0.0,1021.0,7.0,27.0,269.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,151.0,0.0,0.0,1.0,14.0,1.0,26.0,0.0,155.0,0.0,355.0,1324.0
Forsyth-3767011,1248.0,3.0,108.0,1807.0,332.0,1.0,3.0,282.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,455.0,1.0,1.0,2.0,110.0,2.0,65.0,0.0,323.0,3166.0,972.0,618.0
Forsyth-3767012,390.0,3.0,52.0,1241.0,111.0,3.0,1.0,120.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,264.0,0.0,0.0,2.0,47.0,3.0,44.0,0.0,246.0,1686.0,614.0,235.0
Forsyth-3767013,1009.0,3.0,84.0,1534.0,296.0,0.0,4.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,326.0,0.0,0.0,1.0,103.0,0.0,54.0,2.0,305.0,2630.0,801.0,500.0
Forsyth-3767014,411.0,1.0,47.0,916.0,118.0,1.0,3.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,186.0,0.0,0.0,0.0,65.0,1.0,29.0,0.0,213.0,1375.0,498.0,226.0
Forsyth-3767015,414.0,2.0,38.0,831.0,126.0,0.0,1.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,200.0,0.0,0.0,2.0,50.0,0.0,20.0,0.0,171.0,1285.0,445.0,218.0
Forsyth-3767021,492.0,2.0,55.0,1831.0,129.0,1.0,2.0,170.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,366.0,0.0,0.0,0.0,80.0,4.0,35.0,2.0,366.0,2380.0,858.0,302.0
Forsyth-3767031,502.0,2.0,50.0,806.0,181.0,2.0,2.0,124.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,177.0,0.0,0.0,3.0,48.0,0.0,28.0,0.0,165.0,1360.0,425.0,309.0
Forsyth-3767032,588.0,3.0,39.0,1055.0,199.0,0.0,1.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,280.0,1.0,0.0,1.0,55.0,2.0,30.0,1.0,230.0,1685.0,603.0,315.0
Forsyth-3767033,904.0,1.0,29.0,611.0,298.0,1.0,1.0,146.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,142.0,2.0,0.0,1.0,20.0,1.0,17.0,1.0,132.0,1545.0,324.0,446.0
Forsyth-3767034,513.0,6.0,49.0,884.0,120.0,0.0,5.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,189.0,0.0,0.0,2.0,36.0,0.0,27.0,0.0,216.0,1452.0,472.0,242.0
Forsyth-3767042,1013.0,1.0,43.0,999.0,290.0,0.0,3.0,213.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,210.0,1.0,0.0,1.0,40.0,0.0,35.0,1.0,222.0,2056.0,512.0,506.0
Forsyth-3767043,760.0,2.0,40.0,914.0,177.0,0.0,1.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,168.0,0.0,0.0,1.0,31.0,2.0,12.0,1.0,215.0,1716.0,437.0,296.0
Forsyth-3767051,628.0,2.0,59.0,1049.0,188.0,1.0,6.0,170.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,289.0,0.0,0.0,0.0,94.0,1.0,50.0,1.0,218.0,1738.0,662.0,365.0
Forsyth-3767052,327.0,6.0,25.0,513.0,110.0,0.0,2.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,154.0,0.0,0.0,2.0,76.0,1.0,29.0,1.0,137.0,871.0,402.0,187.0
Forsyth-3767053,530.0,1.0,64.0,1030.0,153.0,1.0,4.0,109.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,239.0,1.0,0.0,3.0,115.0,1.0,49.0,0.0,232.0,1625.0,644.0,267.0
Forsyth-3767054,702.0,1.0,71.0,1041.0,219.0,2.0,6.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,287.0,1.0,0.0,2.0,173.0,1.0,90.0,1.0,249.0,1815.0,813.0,407.0
Forsyth-3767055,879.0,1.0,75.0,1369.0,243.0,1.0,4.0,168.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,378.0,0.0,0.0,0.0,183.0,1.0,101.0,0.0,294.0,2324.0,966.0,416.0
Forsyth-3767061,481.0,3.0,48.0,764.0,116.0,1.0,1.0,109.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,185.0,1.0,0.0,0.0,48.0,0.0,25.0,0.0,165.0,1296.0,430.0,227.0
Forsyth-3767062,473.0,4.0,53.0,878.0,115.0,0.0,3.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,251.0,1.0,0.0,1.0,62.0,0.0,38.0,2.0,193.0,1408.0,555.0,247.0
Forsyth-3767063,770.0,2.0,78.0,1678.0,221.0,2.0,5.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,420.0,0.0,0.0,0.0,92.0,2.0,54.0,0.0,350.0,2528.0,929.0,395.0
Forsyth-3767064,316.0,4.0,29.0,436.0,71.0,0.0,1.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,89.0,0.0,0.0,1.0,34.0,2.0,17.0,0.0,123.0,785.0,270.0,156.0
Forsyth-3767065,789.0,1.0,91.0,1550.0,242.0,1.0,6.0,215.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,392.0,0.0,0.0,0.0,169.0,0.0,65.0,1.0,409.0,2431.0,1044.0,464.0
Forsyth-3767066,410.0,5.0,48.0,958.0,98.0,0.0,3.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,205.0,0.0,0.0,0.0,39.0,0.0,20.0,0.0,240.0,1421.0,511.0,192.0
Forsyth-3767067,477.0,6.0,54.0,656.0,106.0,0.0,1.0,116.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,154.0,0.0,1.0,1.0,44.0,0.0,28.0,0.0,145.0,1193.0,376.0,223.0
Forsyth-3767068,553.0,2.0,60.0,1224.0,135.0,1.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,2.0,325.0,0.0,0.0,1.0,76.0,0.0,48.0,0.0,233.0,1839.0,696.0,279.0
Forsyth-3767071,917.0,2.0,98.0,1373.0,280.0,2.0,3.0,218.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,1.0,371.0,0.0,0.0,4.0,186.0,0.0,84.0,0.0,305.0,2390.0,963.0,503.0
Forsyth-3767072,1357.0,1.0,112.0,2034.0,351.0,0.0,6.0,308.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,1.0,565.0,0.0,1.0,6.0,185.0,0.0,120.0,0.0,422.0,3504.0,1321.0,665.0
Forsyth-3767073,594.0,1.0,80.0,1384.0,185.0,1.0,7.0,166.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,351.0,1.0,0.0,0.0,157.0,1.0,87.0,0.0,315.0,2059.0,923.0,359.0
Forsyth-3767074,976.0,1.0,68.0,1003.0,297.0,1.0,4.0,222.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,233.0,0.0,1.0,2.0,146.0,0.0,72.0,0.0,187.0,2048.0,653.0,524.0
Forsyth-3767075,142.0,3.0,14.0,329.0,42.0,0.0,3.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,26.0,0.0,6.0,0.0,58.0,488.0,180.0,88.0
Forsyth-3767081,1273.0,6.0,38.0,767.0,453.0,1.0,3.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,155.0,0.0,0.0,0.0,32.0,0.0,18.0,0.0,183.0,2084.0,395.0,687.0
Forsyth-3767082,1636.0,2.0,73.0,1282.0,661.0,0.0,6.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,281.0,0.0,1.0,1.0,34.0,0.0,38.0,0.0,232.0,2993.0,591.0,930.0
Forsyth-3767083,896.0,2.0,31.0,452.0,346.0,0.0,2.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,88.0,0.0,0.0,1.0,11.0,0.0,11.0,0.0,84.0,1381.0,197.0,458.0
Forsyth-3767091,373.0,6.0,41.0,998.0,110.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,247.0,1.0,0.0,2.0,36.0,0.0,23.0,0.0,215.0,1418.0,527.0,208.0
Forsyth-3767092,270.0,3.0,49.0,883.0,69.0,1.0,2.0,101.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,241.0,0.0,0.0,1.0,57.0,1.0,15.0,0.0,196.0,1205.0,516.0,173.0
Forsyth-3767101,718.0,3.0,41.0,656.0,275.0,0.0,2.0,148.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,196.0,0.0,0.0,1.0,59.0,1.0,28.0,0.0,171.0,1418.0,462.0,425.0
Forsyth-3767111,261.0,4.0,39.0,948.0,84.0,1.0,2.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,196.0,0.0,0.0,2.0,31.0,1.0,13.0,0.0,211.0,1252.0,458.0,170.0
Forsyth-3767112,570.0,5.0,52.0,1310.0,164.0,3.0,2.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,248.0,0.0,0.0,0.0,41.0,2.0,30.0,0.0,305.0,1937.0,633.0,297.0
Forsyth-3767122,2142.0,3.0,111.0,1498.0,588.0,1.0,5.0,391.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,1.0,348.0,1.0,0.0,1.0,62.0,2.0,48.0,1.0,246.0,3754.0,717.0,985.0
Forsyth-3767123,869.0,1.0,50.0,844.0,219.0,1.0,5.0,198.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,1.0,221.0,0.0,0.0,1.0,65.0,2.0,50.0,0.0,179.0,1764.0,531.0,423.0
Forsyth-3767131,886.0,1.0,83.0,1155.0,267.0,1.0,3.0,195.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,302.0,0.0,0.0,3.0,104.0,1.0,68.0,0.0,239.0,2125.0,729.0,466.0
Forsyth-3767132,1045.0,1.0,85.0,1448.0,347.0,1.0,2.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,0.0,332.0,0.0,0.0,1.0,141.0,2.0,89.0,1.0,313.0,2579.0,889.0,626.0
Forsyth-3767133,1358.0,4.0,143.0,2209.0,390.0,1.0,9.0,322.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,2.0,578.0,0.0,0.0,3.0,274.0,3.0,156.0,0.0,437.0,3714.0,1473.0,722.0
Forsyth-3767201,2066.0,2.0,36.0,286.0,578.0,0.0,2.0,276.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,60.0,0.0,0.0,1.0,41.0,0.0,29.0,0.0,36.0,2390.0,169.0,856.0
Forsyth-3767203,969.0,2.0,13.0,19.0,236.0,1.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1003.0,3.0,335.0
Forsyth-3767204,839.0,3.0,15.0,73.0,274.0,0.0,1.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,1.0,5.0,0.0,3.0,0.0,4.0,930.0,22.0,378.0
Forsyth-3767205,501.0,3.0,4.0,9.0,160.0,0.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,517.0,2.0,199.0
Forsyth-3767206,914.0,1.0,19.0,96.0,366.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,18.0,1030.0,49.0,448.0
Forsyth-3767207,1101.0,2.0,31.0,236.0,283.0,0.0,0.0,183.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,56.0,0.0,0.0,0.0,9.0,0.0,10.0,0.0,39.0,1370.0,115.0,466.0
Forsyth-3767301,573.0,2.0,6.0,9.0,174.0,0.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,590.0,5.0,213.0
Forsyth-3767302,591.0,3.0,9.0,21.0,200.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,624.0,9.0,243.0
Forsyth-3767303,453.0,0.0,3.0,13.0,131.0,1.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,469.0,2.0,167.0
Forsyth-3767304,1218.0,1.0,12.0,28.0,591.0,0.0,1.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,1259.0,8.0,688.0
Forsyth-3767305,877.0,0.0,12.0,16.0,410.0,0.0,1.0,87.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,905.0,4.0,498.0
Forsyth-3767306,822.0,6.0,10.0,112.0,215.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,34.0,950.0,56.0,306.0
Forsyth-3767401,949.0,1.0,16.0,76.0,342.0,0.0,1.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,21.0,1042.0,42.0,445.0
Forsyth-3767402,763.0,6.0,9.0,17.0,275.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,795.0,8.0,344.0
Forsyth-3767403,879.0,3.0,14.0,54.0,228.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,7.0,0.0,2.0,0.0,10.0,950.0,22.0,280.0
Forsyth-3767404,1229.0,7.0,47.0,173.0,314.0,1.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,27.0,0.0,20.0,0.0,27.0,1456.0,99.0,503.0
Forsyth-3767405,1500.0,2.0,18.0,25.0,130.0,0.0,0.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1545.0,6.0,381.0
Forsyth-3767501,1233.0,5.0,20.0,95.0,514.0,1.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,15.0,1353.0,38.0,660.0
Forsyth-3767502,803.0,3.0,6.0,33.0,261.0,1.0,1.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,6.0,845.0,17.0,342.0
Forsyth-3767503,812.0,9.0,25.0,137.0,203.0,2.0,1.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,23.0,0.0,0.0,1.0,12.0,0.0,5.0,0.0,29.0,983.0,73.0,481.0
Forsyth-3767504,633.0,2.0,27.0,89.0,160.0,0.0,1.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,11.0,751.0,31.0,254.0
Forsyth-3767505,822.0,6.0,25.0,208.0,241.0,0.0,5.0,111.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,47.0,1061.0,79.0,357.0
Forsyth-3767506,555.0,4.0,38.0,386.0,145.0,0.0,5.0,112.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,92.0,0.0,0.0,0.0,15.0,1.0,24.0,0.0,66.0,983.0,203.0,262.0
Forsyth-3767507,2052.0,2.0,85.0,1153.0,504.0,4.0,5.0,361.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,257.0,1.0,0.0,4.0,44.0,2.0,39.0,0.0,209.0,3292.0,565.0,874.0
Forsyth-3767601,985.0,1.0,62.0,257.0,218.0,0.0,0.0,344.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,70.0,0.0,0.0,0.0,45.0,0.0,28.0,1.0,42.0,1305.0,187.0,562.0
Forsyth-3767602,1675.0,2.0,79.0,952.0,513.0,1.0,4.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,191.0,1.0,0.0,0.0,76.0,0.0,43.0,1.0,161.0,2708.0,481.0,831.0
Forsyth-3767603,1017.0,5.0,33.0,246.0,270.0,0.0,0.0,353.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,61.0,0.0,0.0,0.0,29.0,1.0,18.0,0.0,46.0,1301.0,159.0,623.0
Forsyth-3767604,801.0,2.0,43.0,180.0,153.0,1.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,0.0,0.0,0.0,26.0,0.0,22.0,0.0,19.0,1026.0,112.0,351.0
Forsyth-3767605,1469.0,3.0,64.0,703.0,389.0,1.0,1.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,146.0,0.0,0.0,0.0,43.0,0.0,19.0,0.0,143.0,2239.0,353.0,685.0
Forsyth-3767606,709.0,0.0,41.0,341.0,175.0,0.0,6.0,129.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,62.0,0.0,0.0,0.0,14.0,1.0,10.0,0.0,82.0,1091.0,173.0,310.0
Forsyth-3767607,920.0,0.0,44.0,518.0,291.0,0.0,5.0,237.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,125.0,1.0,0.0,3.0,61.0,1.0,38.0,0.0,115.0,1482.0,353.0,533.0
Forsyth-3767701,489.0,0.0,27.0,405.0,144.0,1.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,80.0,0.0,0.0,0.0,136.0,0.0,35.0,0.0,102.0,921.0,357.0,268.0
Forsyth-3767702,740.0,0.0,65.0,303.0,223.0,0.0,3.0,235.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,88.0,1.0,0.0,1.0,54.0,0.0,27.0,1.0,56.0,1108.0,233.0,461.0
Forsyth-3767703,553.0,0.0,55.0,231.0,162.0,0.0,0.0,193.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,83.0,0.0,0.0,0.0,77.0,0.0,32.0,0.0,56.0,839.0,253.0,355.0
Forsyth-3767704,785.0,0.0,54.0,349.0,203.0,3.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,94.0,0.0,0.0,1.0,67.0,0.0,32.0,1.0,66.0,1188.0,267.0,449.0
